"","Date","Year","Month","Julian_Day","pH","Station","Depth_m","PO4_P_mgl","TDP_mgl","UTP_mgl","NO3_N_plus_n02_mg_l","NH3_N_mg_l","UTN_mgl","SiO2_Si_mgl","Iron_mgl","Particulate_Carbon_mgl","Mg_mgl","Ca_mgl","Alkalinity_mg_ca03"
"1318",1980-08-11,1980,8,224,6.6,"A",100,9e-04,0.0019,0.0037,0.1406,0.0041,0.1631,1.108,0.023,0.024,14.8,7.7,11
"1319",1980-09-11,1980,9,255,6.6,"A",0,NA,NA,NA,NA,NA,NA,0.842,0.017,NA,2.5,2.6,10
"1320",1980-09-11,1980,9,255,6.7,"A",1,9e-04,0.0019,0.0025,0.0285,0.0214,0.0753,0.844,0.017,NA,2.3,2.9,9
"1321",1980-09-11,1980,9,255,6.7,"A",11,NA,NA,NA,NA,NA,NA,0.824,0.015,NA,2.7,2.6,9
"1322",1980-09-11,1980,9,255,6.7,"A",15,0.0017,0.001,0.0017,0.0337,0.0057,0.0745,0.849,0.016,NA,2.2,2.6,10
"1323",1980-09-11,1980,9,255,6.7,"A",50,6e-04,0.0019,0.0018,0.0737,0.0055,0.0861,0.909,0.009,NA,4.7,4.1,9
"1324",1980-09-11,1980,9,255,6.7,"A",100,0.0059,0.0074,0.0098,0.0034,0.716,0.261,1.803,0.18,0.17,68,31.5,61
"1325",1980-10-18,1980,10,292,6.8,"A",0,NA,NA,0.0068,NA,NA,NA,0.842,0.003,NA,2.2,3.4,7
"1326",1980-10-18,1980,10,292,6.8,"A",1,0.0013,0.0019,0.0034,0.0464,0.0217,0.078,0.847,0.064,0.143,2.2,3,7
"1327",1980-10-18,1980,10,292,6.8,"A",7,NA,NA,NA,NA,NA,NA,0.844,0.068,NA,1.6,3.8,7
"1328",1980-10-18,1980,10,292,6.9,"A",15,0.0014,0.0015,0.0034,0.0505,0.0063,0.0725,0.847,0.003,NA,2.2,3,8
"1329",1980-10-18,1980,10,292,6.8,"A",50,0.0018,7e-04,0.0019,0.068,0.0038,0.0966,0.942,0.021,NA,3.7,3.8,8
"1330",1980-10-18,1980,10,292,6.9,"A",100,0.0013,0.0032,0.002,0.1165,0.0032,0.1297,1.069,0.057,NA,12.4,6.9,11
"1331",1980-12-05,1980,12,340,6.7,"A",0,NA,NA,0.003,NA,NA,NA,0.918,0.021,NA,2.9,3.1,7
"1332",1980-12-05,1980,12,340,6.7,"A",1,8e-04,0.0016,0.0029,0.0653,0.0287,0.0785,0.911,0.019,0.024,3.3,3.1,6
"1333",1980-12-05,1980,12,340,6.7,"A",8,NA,NA,0.003,NA,NA,NA,0.891,0.024,NA,2.4,3.1,8
"1334",1980-12-05,1980,12,340,6.8,"A",50,9e-04,0.0023,0.0055,0.0688,0.0049,0.0777,0.934,0.022,0.029,2.9,3.1,6
"1335",1980-12-05,1980,12,340,6.7,"A",100,0.0085,0.0051,0.0085,0.0034,0.5499,0.6016,1.828,0.162,0.442,25.7,NA,54
"1336",1981-02-19,1981,2,50,6.1,"A",1,0.001,0.0023,NA,0.0844,0.0246,0.1021,0.983,0.025,0.024,3.3,3,7
"1337",1981-02-19,1981,2,50,6.1,"A",15,0.001,0.0025,0.0045,0.0865,0.0337,0.1303,0.964,0.007,NA,3.3,3.8,7
"1338",1981-02-19,1981,2,50,6.2,"A",50,0.0024,0.0025,0.0025,0.0608,0.0062,0.0909,1.088,0.008,NA,6.8,3,7
"1339",1981-02-19,1981,2,50,6.2,"A",100,0.0018,0.0031,NA,0.1634,0.0046,0.1854,1.177,0.032,NA,18,7,7
